USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND Unixtime File Function Line
root     24472  8.1  0.7 206116 16180 pts/19   S+    3月30 108:44 ./EXEfile 1490917500 Source.cpp main 1073
root     24472  8.1  0.7 206116 16180 pts/19   S+    3月30 108:44 ./EXEfile 1490917500 Source.cpp main 1081
root     24472  8.1  0.7 206116 16180 pts/19   S+    3月30 108:44 ./EXEfile 1490917516 Source.cpp main 1154
root     24472  8.1  0.7 206116 16180 pts/19   S+    3月30 108:44 ./EXEfile 1490917516 Source.cpp main 883
root     24472  8.1  0.7 206116 16180 pts/19   S+    3月30 110:57 ./EXEfile 1490919300 Source.cpp main 1073
root     24472  8.1  0.7 206116 16180 pts/19   S+    3月30 110:57 ./EXEfile 1490919300 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 110:58 ./EXEfile 1490919444 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 110:58 ./EXEfile 1490919444 Source.cpp main 883
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 113:07 ./EXEfile 1490921100 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 113:07 ./EXEfile 1490921100 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 113:07 ./EXEfile 1490921118 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 113:08 ./EXEfile 1490921118 Source.cpp main 883
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 115:10 ./EXEfile 1490922900 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 115:10 ./EXEfile 1490922900 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 115:10 ./EXEfile 1490922917 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 115:10 ./EXEfile 1490922917 Source.cpp main 883
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 117:24 ./EXEfile 1490924700 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 117:24 ./EXEfile 1490924700 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 117:24 ./EXEfile 1490924717 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 117:24 ./EXEfile 1490924717 Source.cpp main 883
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 119:37 ./EXEfile 1490926500 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 119:37 ./EXEfile 1490926500 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 119:37 ./EXEfile 1490926517 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 119:37 ./EXEfile 1490926517 Source.cpp main 883
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 122:11 ./EXEfile 1490928300 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 122:11 ./EXEfile 1490928300 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 122:12 ./EXEfile 1490928317 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 122:12 ./EXEfile 1490928317 Source.cpp main 883
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 124:59 ./EXEfile 1490930100 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 124:59 ./EXEfile 1490930100 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 124:59 ./EXEfile 1490930118 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 124:59 ./EXEfile 1490930118 Source.cpp main 883
